Time	Detection	N	maxAmp	geoMax	meanSNR	maxSNR	Class	closestBor	Vup	Vdown
2025-10-01 00:05:11.850	000111001001111011100000000	11	  420.8	2	 13.8	 88.6	HF_5	5	2495	1660
2025-10-01 01:11:30.816	111111111111111111110000000	20	  225.0	1	 10.0	 20.3	Inspect	NaN	NaN	NaN
2025-10-01 01:28:12.354	111001001001111111100000000	13	  254.5	1	 10.1	 23.8	HF_5	5	2345	1900
2025-10-01 01:42:12.177	111001000001111011000000000	10	 1331.8	1	  8.8	 30.6	HF_5	5	3205	2730
2025-10-01 01:55:14.145	111001001001111011000000000	11	  160.6	5	 10.1	 33.2	HF_5	5	2515	1625
2025-10-01 02:07:23.905	111111111111111111110110000	22	  220.9	6	 23.8	 40.3	Surface	NaN	NaN	NaN
2025-10-01 03:26:22.328	110111111111101111110000000	18	  580.1	1	  9.0	 21.5	Inspect	NaN	NaN	NaN
2025-10-01 03:32:57.609	111111111111111111110100000	21	  195.1	1	 22.3	 32.4	Surface	NaN	NaN	NaN
2025-10-01 03:45:33.564	111111111111111111111111000	24	16076.1	6	289.9	794.2	Surface	NaN	NaN	NaN
2025-10-01 04:50:11.543	100001001001001001111111000	12	 1117.5	8	 13.9	104.5	HF_8	8	1720	NaN
