Time	Detection	N	maxAmp	geoMax	meanSNR	maxSNR	Class	closestBor	Vup	Vdown
2022-07-01 00:25:53.175	011111111111111111101000000	19	  3263.0	1	  37.1	  165.2	HF_1	1	NaN	1240
2022-07-01 05:05:38.212	001001111111111111111000000	17	  1152.3	6	  15.7	   53.1	HF_6	NaN	NaN	NaN
2022-07-01 05:11:29.898	001111111111011001000000000	13	  3752.4	2	  55.6	  288.4	HF_2	2	1470	1470
2022-07-01 05:14:40.494	001111111111001001000000000	12	  2518.1	2	  37.6	  221.3	HF_2	2	1425	1565
2022-07-01 05:26:55.899	000000110111111111000000000	11	  4356.8	2	  75.8	  667.1	HF_2	2	2220	1470
2022-07-01 05:35:32.029	001111111111111101000000000	15	  4391.8	2	  69.2	  448.4	HF_2	2	1560	1450
2022-07-01 06:19:20.527	001111111111111001000000000	14	  2624.9	2	  43.7	  193.7	HF_2	2	1280	1345
2022-07-01 06:29:00.057	001000110111001001000000000	8	  1852.4	3	  26.1	  110.4	HF_3	3	1575	1280
2022-07-01 09:30:56.096	110110000111011011000000000	11	  2042.9	1	  24.7	  132.0	HF_1	1	NaN	1130
2022-07-01 10:01:36.605	101111111111001000000000000	12	  2025.4	2	  34.9	  179.9	HF_2	2	1120	1530
2022-07-01 10:21:02.735	011111111111111111111101000	22	 17328.7	2	 314.4	 2126.6	HF_2	2	1230	1625
2022-07-01 10:48:13.182	111111111111111001000000000	16	  4385.7	2	  66.4	  342.0	HF_2	2	1250	1515
2022-07-01 12:13:13.785	111111111111001001000000000	14	  1925.9	1	  21.7	  121.2	HF_1	1	NaN	1330
2022-07-01 12:24:31.054	001111111111111101001000000	16	  4853.6	2	  91.9	  388.0	HF_2	2	1665	1410
2022-07-01 12:24:35.000	011111111111111001000000000	15	  1100.3	5	  16.9	   31.1	HF_2	2	1775	1595
2022-07-01 12:31:00.480	000000110111111111111101000	16	 20492.2	1	 145.2	  663.4	HF_1	1	NaN	1630
2022-07-01 12:31:34.169	001111111111111111000000000	16	  9494.8	2	 108.2	  946.7	HF_2	2	1190	1560
2022-07-01 12:50:37.791	001001111111111111111111000	20	  2218.6	8	  26.1	  223.1	HF_8	8	1930	NaN
2022-07-01 13:17:36.209	011111111111111111111101000	22	 25709.2	2	 347.9	 2724.6	HF_2	2	3470	1510
2022-07-01 13:52:03.021	111111111111111101001000000	18	  6388.7	2	  89.0	  476.1	HF_2	2	1665	1665
2022-07-01 13:59:40.769	001111111111001001000000000	12	  2789.4	2	  43.1	  293.1	HF_2	2	1815	1250
2022-07-01 14:13:25.581	001111111111111001000000000	14	  4934.1	2	 100.9	  523.7	HF_2	2	2400	1465
2022-07-01 14:20:55.678	011101111111111001000000000	14	  3273.8	2	  59.9	  317.5	HF_2	2	2080	1610
2022-07-01 14:47:07.065	111111111111111111111111000	24	 58363.9	1	 432.1	 3630.5	HF_1	1	NaN	1490
2022-07-01 15:44:46.957	111111111111001001000000000	14	  4799.2	2	  78.8	  425.1	HF_2	2	1330	1490
2022-07-01 16:13:59.539	111111111111001001000000000	14	  2169.1	2	  51.8	  279.7	HF_2	2	2000	1460
2022-07-01 16:19:40.299	001101111111001000000000000	10	  2470.1	2	  42.7	  267.1	HF_2	2	1455	1575
2022-07-01 16:33:16.790	001111111111111111101000000	18	 13200.2	2	 122.9	 1254.1	HF_2	2	1950	1630
2022-07-01 16:49:24.418	011111111111001001000000000	13	  2127.2	2	  37.6	  168.1	HF_2	2	1950	1550
2022-07-01 17:00:47.650	001001111111111001000000000	12	   897.4	4	  18.9	  113.2	HF_4	4	1920	1600
2022-07-01 17:05:25.674	001001111111011000000000000	10	  1392.9	4	  19.9	  184.7	HF_4	4	1455	1600
2022-07-01 17:11:16.004	011111111001111001000000000	13	  2430.8	1	  41.9	  211.2	HF_2	2	2600	1475
2022-07-01 17:12:19.571	001111111111111001000000000	14	  3765.9	2	  58.2	  361.6	HF_2	2	1425	1445
2022-07-01 17:36:04.234	011101111111111111001000000	17	  2370.6	4	  43.7	  348.2	HF_4	4	1655	1360
2022-07-01 17:44:02.855	111111111111111111111101000	23	 11899.2	2	 208.1	 1185.6	HF_2	2	3125	1685
2022-07-01 17:53:39.183	011001111111111011000000000	14	  2262.6	4	  26.0	  107.1	HF_4	4	1875	1535
2022-07-01 18:58:57.083	111111111111011001000000000	15	  6035.9	2	  99.4	  760.0	HF_2	2	2010	1185
2022-07-01 19:07:06.924	001111111111011001000000000	13	  3035.6	2	  61.8	  438.1	HF_2	2	1665	1425
2022-07-01 19:19:32.590	001111111111111111111100000	20	 29494.7	2	 361.6	 3917.3	HF_2	2	1395	1605
2022-07-01 19:19:35.000	001111111111111111111000000	19	   428.1	8	  15.6	   22.4	HF_2	2	1455	1430
2022-07-01 19:29:55.380	001111111111111111101000000	18	  7969.8	2	 169.3	  978.6	HF_2	2	1560	1415
2022-07-01 19:37:48.107	111111111111111111111101000	23	 11003.5	2	 210.4	 1432.4	HF_2	2	2080	1350
2022-07-01 21:30:48.262	001111111111111111111000000	19	 13890.8	1	 124.4	  696.4	HF_1	1	NaN	1520
2022-07-01 21:31:18.601	011111111111111101101000000	18	 15556.7	2	 225.7	 2038.1	HF_2	2	6245	1530
2022-07-02 01:27:51.772	000010110110110100110110000	12	   455.3	5	  11.3	   40.4	HF_4	4	675	915
2022-07-02 02:20:20.685	111111111111111111000000000	18	  1934.5	1	  25.7	   80.4	HF_1	1	NaN	985
2022-07-02 07:44:21.870	000000000001001001011111000	8	  1271.5	8	  12.5	   99.0	HF_8	8	1005	NaN
2022-07-02 07:57:05.580	111111111111111111110110000	22	   580.6	6	  16.6	   30.0	Inspect	NaN	NaN	NaN
2022-07-03 10:49:01.758	100110110110110110010000000	12	   383.7	8	  10.4	   27.8	HF_1	1	NaN	1500
2022-07-03 11:17:58.595	111111111111111110110110000	21	  1308.4	6	  17.6	   35.3	Inspect	NaN	NaN	NaN
2022-07-03 11:23:49.482	000110110110110110010100000	12	   442.4	5	  11.8	   43.8	HF_4	4	595	545
2022-07-03 13:16:17.358	000000001101111111110000000	11	   760.0	6	  11.1	   55.6	HF_6	6	1130	NaN
2022-07-04 09:15:28.429	001001001101111110000000000	10	  4014.0	5	  24.4	  214.8	HF_5	5	1725	820
2022-07-04 13:07:50.776	111111111111111110100110000	20	   517.2	5	  18.4	   50.8	HF_1	1	NaN	2395
2022-07-04 14:59:50.050	000001011101011001010000000	9	   657.1	6	  10.9	   51.4	HF_6	6	1475	NaN
2022-07-04 19:19:59.411	111011111011110100000000000	13	   886.2	1	  12.7	   43.0	HF_1	1	NaN	1250
2022-07-05 07:44:18.240	111111111111111111111111000	24	  1496.3	6	  23.8	   92.1	Inspect	NaN	NaN	NaN
2022-07-05 07:55:15.983	111110110000000110001001000	11	 77210.9	6	 534.1	 3740.0	Inspect	NaN	NaN	NaN
2022-07-05 09:04:04.126	110110110110100110010000000	12	   663.2	1	  20.4	   56.3	Inspect	NaN	NaN	NaN
2022-07-05 09:04:28.170	111111100100000010000000000	9	  1066.6	6	  29.2	   90.6	Inspect	NaN	NaN	NaN
2022-07-05 13:28:51.982	111111111110110111110110000	20	  1461.2	6	  24.6	  111.9	Inspect	NaN	NaN	NaN
2022-07-05 20:54:23.201	111111111111111111110010000	21	  1060.3	6	  22.5	   70.1	Inspect	NaN	NaN	NaN
2022-07-05 21:18:35.253	001011111111011000000000000	11	   670.4	1	  10.6	   35.8	HF_1	1	NaN	820
2022-07-05 22:30:02.182	111111111111111111111101000	23	106125.8	1	 598.1	 6986.6	Inspect	NaN	NaN	NaN
2022-07-06 17:23:31.842	111001001001111110000000000	11	  1606.9	5	   9.5	   61.7	HF_5	5	1560	1000
2022-07-06 21:24:51.898	111111111111111011001000000	18	 50828.7	6	 906.9	 3942.7	Inspect	NaN	NaN	NaN
2022-07-06 23:38:15.189	111111111111110110000000000	16	   796.4	1	  13.4	   32.9	HF_1	1	NaN	1280
2022-07-07 03:54:34.916	001001001101111111111110000	16	  1371.6	6	  14.0	   70.5	HF_6	6	2090	590
2022-07-07 05:47:23.290	111111111111111111101001000	21	 86610.8	6	1074.8	 4285.9	Inspect	NaN	NaN	NaN
2022-07-07 06:59:29.144	001001111111111111101000000	16	  7808.2	5	  54.0	  576.8	HF_5	5	1765	1670
2022-07-07 06:59:56.401	001001011111111111101000000	15	  6572.4	5	  42.7	  483.0	HF_5	5	1765	960
2022-07-07 15:03:10.290	111111111011110100000000000	14	   405.2	8	  10.1	   27.9	HF_1	1	NaN	640
2022-07-07 17:50:43.571	001001111101111111111000000	16	  1151.1	6	  16.2	   55.4	HF_6	6	1685	800
2022-07-09 00:29:26.240	111111111111111111111111000	24	  6923.7	6	 174.5	  474.3	Inspect	3	1395	1120
2022-07-09 04:53:23.841	001101011001000000000110000	8	   862.3	1	   9.2	   36.4	HF_1	1	NaN	1390
2022-07-09 09:03:55.212	000001001111111111111111000	17	  5842.5	7	  56.6	  721.5	HF_7	7	1415	1665
2022-07-09 09:05:01.782	111111111111111111111111000	24	 85811.6	7	 682.9	10150.7	HF_7	7	1665	1250
2022-07-10 01:42:30.524	000110110111110110010110000	14	   469.7	8	   9.9	   28.8	HF_8	8	1460	NaN
2022-07-10 02:19:51.555	111111111111111111111101000	23	  7506.6	1	 103.6	  308.0	HF_1	1	NaN	935
2022-07-10 03:48:07.534	111101111111111111111000000	20	  1894.5	6	  34.9	  188.8	HF_6	6	1565	2000
2022-07-10 13:26:16.067	111111111111110100010000000	16	   887.1	6	  27.1	   83.9	Inspect	NaN	NaN	NaN
2022-07-10 13:26:28.917	111111111110100100010000000	14	   833.7	6	  20.9	   55.4	Inspect	NaN	NaN	NaN
2022-07-10 15:32:42.096	111101111111111011110110000	20	  1120.8	6	  25.1	   66.2	Inspect	NaN	NaN	NaN
2022-07-10 16:58:22.916	110111110110100100000000000	11	   375.9	8	  23.7	   71.1	Inspect	NaN	NaN	NaN
2022-07-10 17:03:32.022	111111111111111111010000000	19	  1238.5	6	  21.1	  122.9	Inspect	NaN	NaN	NaN
2022-07-10 17:09:24.174	110111110110100100000000000	11	   617.5	6	  21.8	   60.5	Inspect	NaN	NaN	NaN
2022-07-11 16:14:24.107	111111111110110110000000000	15	  1280.2	6	  22.0	   69.6	Inspect	NaN	NaN	NaN
2022-07-11 16:31:24.463	110111111111111111010010000	19	   915.6	6	  22.2	   79.7	Inspect	NaN	NaN	NaN
2022-07-11 16:32:21.766	110111111111110110000000000	15	   900.9	6	  25.1	   86.6	Inspect	NaN	NaN	NaN
2022-07-11 20:03:00.675	111111111111111111111001000	22	 26366.1	1	 135.0	  517.2	HF_1	1	NaN	1620
2022-07-11 20:39:03.240	001111111111111011001000000	16	  4058.2	1	  48.1	  189.0	HF_1	1	NaN	1420
