Time	Detection	N	maxAmp	geoMax	meanSNR	maxSNR	Class	closestBor	Vup	Vdown
2023-07-01 01:27:44.098	110111110110110110010010000	15	   458.1	8	  12.4	   32.2	Inspect	NaN	NaN	NaN
2023-07-01 01:44:44.673	111111111111111111111111000	24	 51353.1	8	 359.9	 2750.9	HF_8	8	1490	NaN
2023-07-01 07:24:02.405	111111111110110110010010000	17	   874.9	6	  24.4	  138.8	Inspect	NaN	NaN	NaN
2023-07-01 15:18:38.656	111101011101100000000000000	10	  1157.2	1	  12.8	   70.0	HF_1	1	NaN	1405
2023-07-01 18:08:27.779	111111111111111111010110000	21	   882.0	6	  16.8	   51.4	HF_3	3	935	1455
2023-07-02 02:46:38.067	111111111111111111111111000	24	 37419.0	5	 569.8	 5588.3	HF_4	4	1410	1730
2023-07-02 04:52:55.509	001111111111011011000000000	14	  2926.9	2	  59.5	  516.3	HF_2	2	1665	1290
2023-07-02 06:58:35.627	111111111111111111000000000	18	  3173.0	2	  65.3	  555.4	HF_2	2	1535	1630
2023-07-02 12:01:35.440	111111111111111110010010000	19	   570.2	6	  16.9	   82.2	Inspect	NaN	NaN	NaN
2023-07-02 13:41:17.279	110111111101001000000000000	11	 32398.2	1	 196.1	 2353.9	HF_1	1	NaN	1050
2023-07-02 14:00:12.166	110111111110110110010000000	15	   884.5	6	  21.7	  132.4	Inspect	NaN	NaN	NaN
2023-07-02 14:44:44.122	000010100010100110010110000	9	  1257.9	1	  20.9	  116.0	Attention	NaN	NaN	NaN
2023-07-02 14:48:59.775	000010100010110110010110000	10	  4732.3	1	  51.6	  479.2	Attention	NaN	NaN	NaN
2023-07-02 16:09:34.248	010010100010100110010110000	10	  1232.5	1	  23.1	  165.6	Attention	NaN	NaN	NaN
2023-07-02 16:11:34.854	010010100000100110010110000	9	   824.4	1	  14.4	   80.8	Attention	NaN	NaN	NaN
2023-07-03 08:13:33.432	000001001111111110000000000	10	  1617.1	5	  19.6	  203.2	HF_4	4	935	965
2023-07-03 11:07:21.983	110110000010100100010110000	10	   888.0	1	  12.8	   26.8	Inspect	NaN	NaN	NaN
2023-07-03 11:13:54.498	110110110111111110110110000	18	  1308.8	6	  18.7	   53.7	Inspect	NaN	NaN	NaN
2023-07-03 11:45:57.726	111111111111111111110110000	22	  1021.0	8	  32.0	  118.0	HF_8	8	2000	NaN
2023-07-03 12:08:37.358	110111111111110110110010000	18	   522.5	8	  11.7	   29.1	Inspect	NaN	NaN	NaN
