Time,Energy,Std
2023-09-01 00:00:00,50.2,28.9
2023-09-01 00:05:00,50.8,28.5
2023-09-01 00:10:00,50.8,28.5
2023-09-01 00:15:00,51.6,28.2
2023-09-01 00:20:00,51.9,28.2
2023-09-01 00:25:00,51.6,28.3
2023-09-01 00:30:00,51.4,28.6
2023-09-01 00:35:00,51.4,28.6
2023-09-01 00:40:00,51.2,28.7
2023-09-01 00:45:00,50.8,28.8
2023-09-01 00:50:00,50.9,28.9
2023-09-01 00:55:00,50.6,28.9
2023-09-01 01:00:00,50.6,29.0
2023-09-01 01:05:00,50.6,29.0
2023-09-01 01:10:00,50.6,28.9
2023-09-01 01:15:00,50.5,29.0
2023-09-01 01:20:00,50.5,29.0
2023-09-01 01:25:00,50.6,29.0
2023-09-01 01:30:00,50.5,29.1
2023-09-01 01:35:00,50.5,29.2
2023-09-01 01:40:00,50.5,29.1
2023-09-01 01:45:00,50.5,29.2
2023-09-01 01:50:00,50.4,29.2
2023-09-01 01:55:00,50.3,29.2
2023-09-01 02:00:00,49.8,29.3
2023-09-01 02:05:00,48.7,29.7
2023-09-01 02:10:00,47.7,30.0
2023-09-01 02:15:00,46.5,30.5
2023-09-01 02:20:00,45.5,31.0
2023-09-01 02:25:00,45.2,31.0
2023-09-01 02:30:00,45.2,30.9
2023-09-01 02:35:00,45.0,31.0
2023-09-01 02:40:00,45.2,30.9
2023-09-01 02:45:00,46.2,30.3
2023-09-01 02:50:00,46.7,30.2
2023-09-01 02:55:00,47.5,30.0
2023-09-01 03:00:00,47.7,29.9
2023-09-01 03:05:00,47.9,29.9
2023-09-01 03:10:00,47.3,30.1
2023-09-01 03:15:00,49.1,28.8
2023-09-01 03:20:00,49.2,28.6
2023-09-01 03:25:00,49.3,28.5
2023-09-01 03:30:00,49.4,28.5
2023-09-01 03:35:00,49.0,28.5
2023-09-01 03:40:00,46.5,30.2
2023-09-01 03:45:00,45.4,31.0
2023-09-01 03:50:00,45.2,31.3
2023-09-01 03:55:00,44.8,31.5
2023-09-01 04:00:00,44.9,31.6
2023-09-01 04:05:00,44.8,31.6
2023-09-01 04:10:00,44.8,31.6
2023-09-01 04:15:00,44.8,31.5
2023-09-01 04:20:00,45.0,31.4
2023-09-01 04:25:00,45.1,31.4
2023-09-01 04:30:00,45.4,31.3
2023-09-01 04:35:00,47.0,30.6
2023-09-01 04:40:00,47.1,30.6
2023-09-01 04:45:00,47.7,30.2
2023-09-01 04:50:00,47.7,30.1
2023-09-01 04:55:00,48.0,30.0
2023-09-01 05:00:00,46.7,30.5
2023-09-01 05:05:00,46.8,30.5
2023-09-01 05:10:00,46.5,30.8
2023-09-01 05:15:00,46.4,30.9
2023-09-01 05:20:00,46.0,31.1
2023-09-01 05:25:00,45.9,31.1
2023-09-01 05:30:00,45.8,31.2
2023-09-01 05:35:00,45.5,31.4
2023-09-01 05:40:00,45.3,31.4
2023-09-01 05:45:00,45.3,31.6
2023-09-01 05:50:00,45.4,31.5
2023-09-01 05:55:00,45.1,31.6
2023-09-01 06:00:00,45.1,31.5
2023-09-01 06:05:00,45.1,31.5
2023-09-01 06:10:00,45.0,31.5
2023-09-01 06:15:00,44.8,31.6
2023-09-01 06:20:00,44.8,31.6
2023-09-01 06:25:00,44.8,31.7
2023-09-01 06:30:00,44.9,31.7
2023-09-01 06:35:00,44.8,31.7
