Time,Energy,Std
2022-09-01 00:00:00,40.7,28.6
2022-09-01 00:05:00,40.7,28.6
2022-09-01 00:10:00,40.7,28.7
2022-09-01 00:15:00,40.5,28.7
2022-09-01 00:20:00,40.6,28.7
2022-09-01 00:25:00,40.6,28.7
2022-09-01 00:30:00,40.7,28.7
2022-09-01 00:35:00,40.7,28.6
2022-09-01 00:40:00,40.7,28.5
2022-09-01 00:45:00,40.7,28.5
2022-09-01 00:50:00,40.6,28.5
2022-09-01 00:55:00,40.4,28.5
2022-09-01 01:00:00,40.4,28.6
2022-09-01 01:05:00,40.3,28.7
2022-09-01 01:10:00,40.4,28.7
2022-09-01 01:15:00,40.6,28.5
2022-09-01 01:20:00,40.6,28.6
2022-09-01 01:25:00,40.6,28.5
2022-09-01 01:30:00,41.5,27.7
2022-09-01 01:35:00,41.9,27.4
2022-09-01 01:40:00,42.1,27.1
2022-09-01 01:45:00,43.2,26.6
2022-09-01 01:50:00,43.8,26.5
2022-09-01 01:55:00,43.0,26.8
2022-09-01 02:00:00,42.8,27.0
2022-09-01 02:05:00,42.5,27.2
2022-09-01 02:10:00,41.6,27.8
2022-09-01 02:15:00,41.1,28.1
2022-09-01 02:20:00,41.2,28.2
2022-09-01 02:25:00,41.1,28.2
2022-09-01 02:30:00,41.2,28.2
2022-09-01 02:35:00,41.0,28.2
2022-09-01 02:40:00,41.0,28.2
2022-09-01 02:45:00,40.7,28.3
2022-09-01 02:50:00,40.6,28.3
2022-09-01 02:55:00,40.5,28.4
2022-09-01 03:00:00,40.5,28.5
2022-09-01 03:05:00,40.6,28.5
2022-09-01 03:10:00,40.6,28.5
2022-09-01 03:15:00,40.6,28.5
2022-09-01 03:20:00,40.6,28.6
2022-09-01 03:25:00,40.7,28.5
2022-09-01 03:30:00,40.6,28.4
2022-09-01 03:35:00,40.6,28.4
2022-09-01 03:40:00,40.6,28.4
2022-09-01 03:45:00,40.6,28.3
2022-09-01 03:50:00,40.5,28.2
2022-09-01 03:55:00,40.9,28.2
2022-09-01 04:00:00,42.3,27.2
2022-09-01 04:05:00,42.7,27.0
2022-09-01 04:10:00,42.7,27.0
2022-09-01 04:15:00,42.8,27.1
2022-09-01 04:20:00,42.4,27.1
2022-09-01 04:25:00,41.0,28.1
2022-09-01 04:30:00,40.7,28.3
2022-09-01 04:35:00,40.6,28.4
2022-09-01 04:40:00,42.0,27.5
2022-09-01 04:45:00,42.1,27.4
2022-09-01 04:50:00,42.3,27.4
2022-09-01 04:55:00,42.5,27.3
2022-09-01 05:00:00,46.1,26.1
2022-09-01 05:05:00,45.8,25.8
2022-09-01 05:10:00,46.0,25.7
2022-09-01 05:15:00,46.6,25.5
2022-09-01 05:20:00,46.8,25.4
2022-09-01 05:25:00,44.6,26.6
2022-09-01 05:30:00,45.2,26.4
2022-09-01 05:35:00,45.0,26.6
2022-09-01 05:40:00,44.6,26.7
2022-09-01 05:45:00,44.3,26.9
2022-09-01 05:50:00,43.1,27.3
2022-09-01 05:55:00,41.4,28.0
2022-09-01 06:00:00,41.8,27.6
2022-09-01 06:05:00,41.9,27.5
2022-09-01 06:10:00,41.9,27.5
2022-09-01 06:15:00,41.9,27.6
2022-09-01 06:20:00,42.0,27.6
2022-09-01 06:25:00,41.6,27.8
2022-09-01 06:30:00,41.1,28.1
2022-09-01 06:35:00,41.3,28.0
2022-09-01 06:40:00,41.2,28.1
2022-09-01 06:45:00,41.4,27.9
2022-09-01 06:50:00,41.8,27.6
2022-09-01 06:55:00,42.3,27.3
2022-09-01 07:00:00,42.1,27.4
2022-09-01 07:05:00,42.1,27.3
2022-09-01 07:10:00,42.2,27.2
2022-09-01 07:15:00,41.8,27.4
2022-09-01 07:20:00,41.3,27.7
2022-09-01 07:25:00,41.7,27.3
2022-09-01 07:30:00,41.8,27.4
2022-09-01 07:35:00,41.9,27.4
2022-09-01 07:40:00,44.5,26.5
2022-09-01 07:45:00,45.3,26.6
2022-09-01 07:50:00,45.1,26.6
2022-09-01 07:55:00,45.3,26.6
2022-09-01 08:00:00,46.0,26.5
2022-09-01 08:05:00,47.1,27.3
2022-09-01 08:10:00,47.1,26.9
2022-09-01 08:15:00,47.6,27.0
2022-09-01 08:20:00,47.9,26.8
2022-09-01 08:25:00,47.9,27.1
2022-09-01 08:30:00,44.7,26.1
2022-09-01 08:35:00,44.5,26.3
2022-09-01 08:40:00,44.4,26.4
2022-09-01 08:45:00,44.0,26.6
2022-09-01 08:50:00,42.9,27.0
2022-09-01 08:55:00,43.4,26.8
2022-09-01 09:00:00,43.0,27.0
2022-09-01 09:05:00,42.5,27.1
2022-09-01 09:10:00,42.3,27.3
2022-09-01 09:15:00,42.4,27.3
2022-09-01 09:20:00,41.4,27.7
2022-09-01 09:25:00,41.5,27.6
2022-09-01 09:30:00,42.1,27.3
2022-09-01 09:35:00,42.5,27.0
2022-09-01 09:40:00,42.6,26.9
2022-09-01 09:45:00,42.9,26.8
2022-09-01 09:50:00,42.8,26.9
2022-09-01 09:55:00,42.1,27.3
2022-09-01 10:00:00,41.6,27.7
2022-09-01 10:05:00,41.5,27.9
2022-09-01 10:10:00,41.3,27.8
2022-09-01 10:15:00,41.2,27.9
2022-09-01 10:20:00,41.2,27.8
2022-09-01 10:25:00,41.3,27.9
2022-09-01 10:30:00,41.7,27.7
2022-09-01 10:35:00,41.8,27.8
2022-09-01 10:40:00,41.8,27.8
2022-09-01 10:45:00,41.9,27.9
2022-09-01 10:50:00,42.0,27.7
2022-09-01 10:55:00,41.5,28.0
2022-09-01 11:00:00,41.4,28.1
2022-09-01 11:05:00,41.5,28.0
2022-09-01 11:10:00,41.6,27.9
2022-09-01 11:15:00,41.6,27.9
2022-09-01 11:20:00,41.9,27.7
2022-09-01 11:25:00,42.4,27.4
2022-09-01 11:30:00,42.6,27.3
2022-09-01 11:35:00,42.6,27.4
2022-09-01 11:40:00,43.1,27.3
2022-09-01 11:45:00,42.8,27.5
2022-09-01 11:50:00,42.3,27.8
2022-09-01 11:55:00,42.1,28.0
2022-09-01 12:00:00,42.6,27.7
2022-09-01 12:05:00,44.9,27.1
2022-09-01 12:10:00,46.2,27.6
2022-09-01 12:15:00,47.9,28.8
2022-09-01 12:20:00,48.6,29.6
2022-09-01 12:25:00,48.5,29.4
2022-09-01 12:30:00,45.7,27.3
2022-09-01 12:35:00,45.3,27.1
2022-09-01 12:40:00,45.4,26.8
2022-09-01 12:45:00,45.4,26.8
2022-09-01 12:50:00,45.8,26.7
2022-09-01 12:55:00,46.9,26.4
2022-09-01 13:00:00,47.1,26.2
2022-09-01 13:05:00,45.9,26.4
2022-09-01 13:10:00,45.5,26.5
2022-09-01 13:15:00,44.9,26.7
2022-09-01 13:20:00,44.3,26.9
2022-09-01 13:25:00,44.3,26.8
2022-09-01 13:30:00,44.7,26.7
2022-09-01 13:35:00,44.9,26.7
2022-09-01 13:40:00,44.8,26.7
2022-09-01 13:45:00,44.1,26.9
2022-09-01 13:50:00,43.2,27.2
2022-09-01 13:55:00,42.3,27.5
2022-09-01 14:00:00,41.8,27.7
2022-09-01 14:05:00,41.8,27.6
2022-09-01 14:10:00,41.9,27.6
2022-09-01 14:15:00,41.8,27.6
2022-09-01 14:20:00,42.0,27.7
2022-09-01 14:25:00,41.8,27.7
2022-09-01 14:30:00,41.7,27.9
2022-09-01 14:35:00,41.5,27.9
2022-09-01 14:40:00,41.7,27.8
2022-09-01 14:45:00,44.2,26.7
2022-09-01 14:50:00,45.7,26.9
2022-09-01 14:55:00,46.1,27.0
2022-09-01 15:00:00,46.6,27.3
2022-09-01 15:05:00,46.5,27.2
2022-09-01 15:10:00,43.8,27.1
2022-09-01 15:15:00,42.4,27.6
2022-09-01 15:20:00,42.8,27.5
2022-09-01 15:25:00,42.9,27.4
2022-09-01 15:30:00,43.0,27.3
2022-09-01 15:35:00,43.8,26.9
2022-09-01 15:40:00,44.7,26.4
2022-09-01 15:45:00,44.5,26.5
2022-09-01 15:50:00,44.2,26.7
2022-09-01 15:55:00,44.1,26.8
2022-09-01 16:00:00,43.3,27.1
2022-09-01 16:05:00,42.2,27.8
2022-09-01 16:10:00,41.6,28.1
2022-09-01 16:15:00,41.3,28.2
2022-09-01 16:20:00,41.0,28.3
2022-09-01 16:25:00,41.2,28.4
2022-09-01 16:30:00,41.2,28.3
2022-09-01 16:35:00,41.5,28.1
2022-09-01 16:40:00,42.2,28.0
2022-09-01 16:45:00,43.5,27.4
2022-09-01 16:50:00,44.9,26.7
2022-09-01 16:55:00,45.5,26.3
2022-09-01 17:00:00,46.0,26.2
2022-09-01 17:05:00,46.3,25.9
2022-09-01 17:10:00,45.4,26.4
