Time,Energy,Std
2023-02-15 08:00:00,0.0,0.0
2023-02-15 08:05:00,0.0,0.0
2023-02-15 08:10:00,0.0,0.0
2023-02-15 08:15:00,0.0,0.0
2023-02-15 08:20:00,0.0,0.0
2023-02-15 08:25:00,30.0,55.5
2023-02-15 08:30:00,41.8,53.5
2023-02-15 08:35:00,54.7,53.8
2023-02-15 08:40:00,67.2,54.6
2023-02-15 08:45:00,79.8,56.2
2023-02-15 08:50:00,61.3,35.6
2023-02-15 08:55:00,62.1,34.8
2023-02-15 09:00:00,60.9,34.6
2023-02-15 09:05:00,60.1,34.4
2023-02-15 09:10:00,60.2,34.0
2023-02-15 09:15:00,60.6,33.7
2023-02-15 09:20:00,59.6,34.4
2023-02-15 09:25:00,59.3,34.7
2023-02-15 09:30:00,58.9,34.9
2023-02-15 09:35:00,58.3,35.4
2023-02-15 09:40:00,65.6,31.6
2023-02-15 09:45:00,75.2,27.5
2023-02-15 09:50:00,77.2,26.5
2023-02-15 09:55:00,80.2,25.2
2023-02-15 10:00:00,84.0,24.1
2023-02-15 10:05:00,77.9,26.6
2023-02-15 10:10:00,69.7,29.8
2023-02-15 10:15:00,69.8,30.0
2023-02-15 10:20:00,68.9,30.6
2023-02-15 10:25:00,65.3,32.2
2023-02-15 10:30:00,64.4,32.8
2023-02-15 10:35:00,63.6,33.3
2023-02-15 10:40:00,63.0,33.7
2023-02-15 10:45:00,61.1,34.6
2023-02-15 10:50:00,61.5,34.4
2023-02-15 10:55:00,62.2,34.1
2023-02-15 11:00:00,67.3,35.0
2023-02-15 11:05:00,67.7,36.1
2023-02-15 11:10:00,68.5,36.9
2023-02-15 11:15:00,68.0,37.4
2023-02-15 11:20:00,66.5,37.5
2023-02-15 11:25:00,61.3,35.7
2023-02-15 11:30:00,59.7,35.6
2023-02-15 11:35:00,59.8,35.3
2023-02-15 11:40:00,60.0,35.1
2023-02-15 11:45:00,60.5,34.9
2023-02-15 11:50:00,60.3,35.0
2023-02-15 11:55:00,62.0,35.2
2023-02-15 12:00:00,61.3,35.5
2023-02-15 12:05:00,60.5,36.2
2023-02-15 12:10:00,60.4,36.2
2023-02-15 12:15:00,60.5,36.2
2023-02-15 12:20:00,59.0,36.1
2023-02-15 12:25:00,59.9,35.7
2023-02-15 12:30:00,60.4,35.3
2023-02-15 12:35:00,60.5,35.3
2023-02-15 12:40:00,61.6,35.1
2023-02-15 12:45:00,62.0,35.1
2023-02-15 12:50:00,61.8,35.3
2023-02-15 12:55:00,61.4,35.6
2023-02-15 13:00:00,61.5,35.5
2023-02-15 13:05:00,60.5,35.5
2023-02-15 13:10:00,60.1,35.7
2023-02-15 13:15:00,60.0,35.7
2023-02-15 13:20:00,60.5,35.5
2023-02-15 13:25:00,62.3,34.4
2023-02-15 13:30:00,65.8,32.7
2023-02-15 13:35:00,66.6,32.9
2023-02-15 13:40:00,67.3,33.4
2023-02-15 13:45:00,67.5,33.8
2023-02-15 13:50:00,66.0,34.6
2023-02-15 13:55:00,62.5,36.1
2023-02-15 14:00:00,62.0,36.1
2023-02-15 14:05:00,61.8,35.7
2023-02-15 14:10:00,61.4,35.6
2023-02-15 14:15:00,61.3,35.4
2023-02-15 14:20:00,63.8,34.3
2023-02-15 14:25:00,66.6,33.0
2023-02-15 14:30:00,66.9,33.1
2023-02-15 14:35:00,66.8,33.1
2023-02-15 14:40:00,66.9,33.1
2023-02-15 14:45:00,66.0,33.4
2023-02-15 14:50:00,62.8,34.6
2023-02-15 14:55:00,63.5,34.3
2023-02-15 15:00:00,63.7,34.3
2023-02-15 15:05:00,64.6,33.9
2023-02-15 15:10:00,65.6,33.5
2023-02-15 15:15:00,70.1,32.2
2023-02-15 15:20:00,72.1,31.7
2023-02-15 15:25:00,74.0,31.5
2023-02-15 15:30:00,73.1,31.6
2023-02-15 15:35:00,72.0,31.8
2023-02-15 15:40:00,70.2,32.1
2023-02-15 15:45:00,68.7,32.3
2023-02-15 15:50:00,67.5,32.6
2023-02-15 15:55:00,67.7,32.4
2023-02-15 16:00:00,67.2,32.5
2023-02-15 16:05:00,65.7,32.9
2023-02-15 16:10:00,71.6,32.5
2023-02-15 16:15:00,77.3,32.8
2023-02-15 16:20:00,78.8,33.9
2023-02-15 16:25:00,83.4,35.3
2023-02-15 16:30:00,86.4,36.5
2023-02-15 16:35:00,86.2,34.9
2023-02-15 16:40:00,86.7,34.1
2023-02-15 16:45:00,91.5,35.1
2023-02-15 16:50:00,87.2,33.1
2023-02-15 16:55:00,90.6,33.8
2023-02-15 17:00:00,90.7,33.8
2023-02-15 17:05:00,86.9,32.6
2023-02-15 17:10:00,84.3,31.9
2023-02-15 17:15:00,83.4,31.6
2023-02-15 17:20:00,75.8,31.3
2023-02-15 17:25:00,68.2,32.6
2023-02-15 17:30:00,64.7,34.1
2023-02-15 17:35:00,62.6,35.3
2023-02-15 17:40:00,62.6,35.2
2023-02-15 17:45:00,64.9,34.3
2023-02-15 17:50:00,65.2,34.3
2023-02-15 17:55:00,73.7,34.2
2023-02-15 18:00:00,75.2,34.2
2023-02-15 18:05:00,78.2,34.4
2023-02-15 18:10:00,79.2,35.5
2023-02-15 18:15:00,83.4,37.1
2023-02-15 18:20:00,79.9,34.1
2023-02-15 18:25:00,86.3,38.9
2023-02-15 18:30:00,93.5,40.6
2023-02-15 18:35:00,108.1,46.4
2023-02-15 18:40:00,115.2,49.3
2023-02-15 18:45:00,114.8,48.0
2023-02-15 18:50:00,118.2,45.7
2023-02-15 18:55:00,121.8,49.7
2023-02-15 19:00:00,113.1,43.8
2023-02-15 19:05:00,113.3,45.1
2023-02-15 19:10:00,116.4,47.4
2023-02-15 19:15:00,114.6,46.7
2023-02-15 19:20:00,111.9,44.0
2023-02-15 19:25:00,110.3,43.4
2023-02-15 19:30:00,131.8,51.0
2023-02-15 19:35:00,140.5,56.7
2023-02-15 19:40:00,137.7,54.7
2023-02-15 19:45:00,141.2,57.6
2023-02-15 19:50:00,147.3,62.1
2023-02-15 19:55:00,126.6,54.4
2023-02-15 20:00:00,121.1,51.6
2023-02-15 20:05:00,123.8,53.8
2023-02-15 20:10:00,123.4,52.1
2023-02-15 20:15:00,125.7,54.1
2023-02-15 20:20:00,122.3,51.0
2023-02-15 20:25:00,144.5,58.4
2023-02-15 20:30:00,143.5,57.7
2023-02-15 20:35:00,141.5,57.3
2023-02-15 20:40:00,144.3,58.7
