Time,AKN,Energy,Std
2022-05-01 00:00:00,212.6,202.8,159.4
2022-05-01 00:05:00,211.2,202.7,159.6
2022-05-01 00:10:00,209.8,202.7,159.7
2022-05-01 00:15:00,208.6,202.8,160.0
2022-05-01 00:20:00,209.9,202.8,160.2
2022-05-01 00:25:00,209.4,202.8,160.4
2022-05-01 00:30:00,209.5,202.8,160.5
2022-05-01 00:35:00,207.8,202.9,160.7
2022-05-01 00:40:00,207.7,202.8,160.8
2022-05-01 00:45:00,204.8,202.9,160.8
2022-05-01 00:50:00,207.0,203.0,160.9
2022-05-01 00:55:00,204.8,203.0,161.1
2022-05-01 01:00:00,207.1,203.0,161.2
2022-05-01 01:05:00,207.4,203.0,161.2
2022-05-01 01:10:00,206.2,202.9,161.3
2022-05-01 01:15:00,204.7,202.8,161.3
2022-05-01 01:20:00,206.7,202.9,161.4
2022-05-01 01:25:00,204.3,202.9,161.4
2022-05-01 01:30:00,202.3,202.9,161.5
2022-05-01 01:35:00,203.9,203.0,161.5
2022-05-01 01:40:00,203.1,203.1,161.6
2022-05-01 01:45:00,201.3,203.1,161.6
2022-05-01 01:50:00,200.7,203.1,161.6
2022-05-01 01:55:00,202.0,203.2,161.8
2022-05-01 02:00:00,201.0,203.3,161.8
2022-05-01 02:05:00,200.4,203.4,161.9
2022-05-01 02:10:00,200.5,203.6,162.0
2022-05-01 02:15:00,199.4,203.7,162.1
2022-05-01 02:20:00,200.1,203.8,162.2
2022-05-01 02:25:00,197.2,203.7,162.4
2022-05-01 02:30:00,196.0,203.2,162.7
2022-05-01 02:35:00,194.3,202.8,163.0
2022-05-01 02:40:00,194.8,202.3,163.2
2022-05-01 02:45:00,190.8,201.8,163.4
2022-05-01 02:50:00,188.6,201.8,163.5
2022-05-01 02:55:00,189.3,202.0,163.5
2022-05-01 03:00:00,189.9,202.2,163.6
2022-05-01 03:05:00,188.1,202.5,163.6
2022-05-01 03:10:00,188.4,202.7,163.7
2022-05-01 03:15:00,188.3,202.8,163.7
2022-05-01 03:20:00,187.1,202.9,163.8
2022-05-01 03:25:00,186.2,202.8,163.8
2022-05-01 03:30:00,187.1,202.8,163.8
2022-05-01 03:35:00,188.8,202.7,163.7
2022-05-01 03:40:00,189.4,202.7,163.7
2022-05-01 03:45:00,188.7,202.7,163.7
2022-05-01 03:50:00,188.0,202.8,163.7
2022-05-01 03:55:00,186.1,202.8,163.7
2022-05-01 04:00:00,183.1,202.8,163.8
2022-05-01 04:05:00,182.5,202.9,163.8
2022-05-01 04:10:00,180.3,203.0,163.9
2022-05-01 04:15:00,180.8,203.0,163.9
2022-05-01 04:20:00,180.9,203.1,163.9
2022-05-01 04:25:00,180.6,203.1,164.0
2022-05-01 04:30:00,179.9,203.1,163.9
2022-05-01 04:35:00,180.9,202.9,163.8
2022-05-01 04:40:00,179.6,202.7,163.5
2022-05-01 04:45:00,179.8,202.5,163.4
2022-05-01 04:50:00,178.1,202.5,163.4
2022-05-01 04:55:00,178.6,202.5,163.4
2022-05-01 05:00:00,178.7,202.8,163.6
2022-05-01 05:05:00,186.3,203.2,163.9
2022-05-01 05:10:00,186.9,203.5,164.2
2022-05-01 05:15:00,188.2,203.7,164.4
2022-05-01 05:20:00,188.6,203.9,164.6
2022-05-01 05:25:00,187.0,204.0,164.7
2022-05-01 05:30:00,178.0,204.0,164.8
2022-05-01 05:35:00,178.2,204.1,164.9
2022-05-01 05:40:00,179.6,204.2,165.0
2022-05-01 05:45:00,179.8,204.2,164.9
2022-05-01 05:50:00,187.3,204.2,165.0
2022-05-01 05:55:00,188.4,204.2,164.9
2022-05-01 06:00:00,192.8,204.1,165.0
2022-05-01 06:05:00,193.1,204.0,165.0
2022-05-01 06:10:00,202.4,203.9,165.0
2022-05-01 06:15:00,197.5,203.9,165.0
2022-05-01 06:20:00,202.5,203.8,165.1
2022-05-01 06:25:00,198.3,203.9,165.1
2022-05-01 06:30:00,198.4,203.9,165.1
2022-05-01 06:35:00,194.2,203.9,165.2
2022-05-01 06:40:00,203.3,204.0,165.1
2022-05-01 06:45:00,208.8,204.1,165.1
2022-05-01 06:50:00,230.9,204.1,165.1
2022-05-01 06:55:00,248.5,204.0,165.0
2022-05-01 07:00:00,252.1,204.1,165.0
2022-05-01 07:05:00,250.6,204.0,165.1
2022-05-01 07:10:00,248.2,204.1,165.1
2022-05-01 07:15:00,242.0,204.0,165.1
2022-05-01 07:20:00,235.4,204.2,165.0
2022-05-01 07:25:00,238.6,204.2,165.0
2022-05-01 07:30:00,248.3,204.1,165.0
2022-05-01 07:35:00,250.7,204.1,165.0
2022-05-01 07:40:00,244.1,204.2,165.0
2022-05-01 07:45:00,251.8,204.1,165.0
2022-05-01 07:50:00,258.5,204.1,165.0
2022-05-01 07:55:00,257.4,204.1,165.0
2022-05-01 08:00:00,258.8,204.0,164.9
2022-05-01 08:05:00,264.7,204.0,164.8
2022-05-01 08:10:00,270.1,203.9,164.7
2022-05-01 08:15:00,296.7,203.8,164.6
2022-05-01 08:20:00,306.2,204.7,164.4
2022-05-01 08:25:00,333.0,204.7,164.4
2022-05-01 08:30:00,339.1,204.5,164.3
2022-05-01 08:35:00,324.7,204.5,164.2
2022-05-01 08:40:00,309.8,204.5,164.1
2022-05-01 08:45:00,306.5,203.4,164.2
2022-05-01 08:50:00,295.8,203.3,164.1
2022-05-01 08:55:00,302.0,203.2,163.9
2022-05-01 09:00:00,316.2,203.5,164.3
2022-05-01 09:05:00,309.4,203.5,164.3
2022-05-01 09:10:00,297.5,203.5,164.2
2022-05-01 09:15:00,297.6,203.5,164.1
2022-05-01 09:20:00,286.7,203.3,164.0
2022-05-01 09:25:00,279.5,202.8,163.4
2022-05-01 09:30:00,282.1,202.7,163.3
2022-05-01 09:35:00,289.4,202.5,163.0
2022-05-01 09:40:00,283.3,202.4,163.0
2022-05-01 09:45:00,292.0,202.2,162.7
2022-05-01 09:50:00,302.2,202.0,162.4
2022-05-01 09:55:00,295.7,201.6,162.1
2022-05-01 10:00:00,314.2,201.4,161.8
2022-05-01 10:05:00,318.7,201.0,161.4
2022-05-01 10:10:00,316.6,200.8,161.1
2022-05-01 10:15:00,323.9,200.5,160.8
2022-05-01 10:20:00,333.1,200.3,160.4
2022-05-01 10:25:00,322.9,199.9,160.0
2022-05-01 10:30:00,310.6,199.5,159.5
2022-05-01 10:35:00,319.4,199.1,159.1
2022-05-01 10:40:00,311.3,198.7,158.8
2022-05-01 10:45:00,318.6,198.3,158.5
2022-05-01 10:50:00,305.5,198.0,158.2
2022-05-01 10:55:00,322.4,197.7,157.9
2022-05-01 11:00:00,318.6,197.5,157.7
2022-05-01 11:05:00,310.4,197.3,157.4
2022-05-01 11:10:00,306.6,197.5,157.1
2022-05-01 11:15:00,316.1,197.6,157.1
2022-05-01 11:20:00,319.7,197.7,157.3
2022-05-01 11:25:00,321.0,198.0,157.5
2022-05-01 11:30:00,320.0,198.4,157.8
2022-05-01 11:35:00,307.7,198.4,158.3
2022-05-01 11:40:00,301.0,198.8,158.8
2022-05-01 11:45:00,282.1,199.1,159.1
2022-05-01 11:50:00,274.8,199.3,159.4
2022-05-01 11:55:00,280.7,199.4,159.5
2022-05-01 12:00:00,275.6,199.4,159.5
2022-05-01 12:05:00,267.3,199.4,159.3
2022-05-01 12:10:00,267.3,199.5,159.2
2022-05-01 12:15:00,265.9,199.6,159.3
2022-05-01 12:20:00,267.9,199.7,159.2
2022-05-01 12:25:00,283.2,199.7,159.1
2022-05-01 12:30:00,335.3,199.4,159.0
2022-05-01 12:35:00,341.1,199.3,158.8
2022-05-01 12:40:00,341.5,199.0,158.4
2022-05-01 12:45:00,337.6,198.7,158.1
2022-05-01 12:50:00,331.0,198.4,157.7
2022-05-01 12:55:00,299.2,199.9,157.5
2022-05-01 13:00:00,294.6,199.6,157.2
2022-05-01 13:05:00,342.1,199.5,156.8
2022-05-01 13:10:00,390.0,199.1,156.4
2022-05-01 13:15:00,385.9,198.7,156.1
2022-05-01 13:20:00,392.6,196.6,155.6
2022-05-01 13:25:00,417.5,196.3,155.2
2022-05-01 13:30:00,391.5,196.0,154.8
2022-05-01 13:35:00,400.8,195.8,154.6
2022-05-01 13:40:00,500.9,196.1,154.3
2022-05-01 13:45:00,516.1,196.2,154.3
2022-05-01 13:50:00,539.1,196.6,154.1
2022-05-01 13:55:00,516.2,196.6,154.1
2022-05-01 14:00:00,465.1,196.7,154.1
2022-05-01 14:05:00,456.3,196.3,154.1
2022-05-01 14:10:00,427.6,196.1,154.0
2022-05-01 14:15:00,394.1,195.3,153.9
2022-05-01 14:20:00,399.3,195.0,153.7
2022-05-01 14:25:00,426.0,194.9,153.7
2022-05-01 14:30:00,381.6,194.9,154.0
2022-05-01 14:35:00,406.5,194.8,153.9
2022-05-01 14:40:00,394.2,194.9,153.9
2022-05-01 14:45:00,420.9,195.0,154.1
2022-05-01 14:50:00,397.5,194.8,154.0
2022-05-01 14:55:00,357.1,194.6,153.7
2022-05-01 15:00:00,370.7,194.7,153.8
2022-05-01 15:05:00,391.5,195.1,153.7
2022-05-01 15:10:00,373.6,195.5,153.8
2022-05-01 15:15:00,379.4,196.0,154.0
2022-05-01 15:20:00,393.5,196.3,154.3
2022-05-01 15:25:00,365.4,196.6,154.5
2022-05-01 15:30:00,397.2,196.5,154.8
2022-05-01 15:35:00,453.2,196.5,155.1
2022-05-01 15:40:00,493.7,196.9,155.5
2022-05-01 15:45:00,618.8,197.2,155.9
2022-05-01 15:50:00,616.4,197.7,156.4
2022-05-01 15:55:00,573.4,198.3,156.9
2022-05-01 16:00:00,506.8,198.8,157.4
2022-05-01 16:05:00,447.3,199.0,157.8
2022-05-01 16:10:00,300.6,199.4,158.1
2022-05-01 16:15:00,291.5,199.7,158.4
2022-05-01 16:20:00,278.5,200.0,158.8
2022-05-01 16:25:00,277.1,200.4,159.0
2022-05-01 16:30:00,272.8,200.7,159.2
2022-05-01 16:35:00,272.2,201.0,159.5
2022-05-01 16:40:00,262.6,201.2,159.7
2022-05-01 16:45:00,263.5,201.4,159.9
2022-05-01 16:50:00,265.4,201.7,160.1
2022-05-01 16:55:00,263.4,201.9,160.2
2022-05-01 17:00:00,259.5,202.1,160.4
2022-05-01 17:05:00,262.9,202.4,160.5
2022-05-01 17:10:00,262.9,202.7,160.6
2022-05-01 17:15:00,255.8,203.1,160.8
2022-05-01 17:20:00,261.8,203.8,160.9
2022-05-01 17:25:00,263.8,204.6,160.9
2022-05-01 17:30:00,266.9,206.0,160.9
2022-05-01 17:35:00,265.5,206.7,161.0
2022-05-01 17:40:00,263.8,207.4,161.0
2022-05-01 17:45:00,266.1,208.9,161.0
2022-05-01 17:50:00,274.5,210.3,160.8
2022-05-01 17:55:00,275.1,210.6,160.9
2022-05-01 18:00:00,283.1,211.8,161.0
2022-05-01 18:05:00,286.2,212.7,161.1
2022-05-01 18:10:00,282.8,213.0,161.2
